poem_id,chunk_id,Title_raw,Poem_line_raw,Summary_chunked,Title_cleaned,poem_lines_subset,Row_IDs_in_chunk,chunk_type,قافية,روي,البحر,وصل,حركة,شخص,تصنيف,sentiments,مواضيع,دين,أحداث,أماكن
74,340,بنــات الريــــح,"يا الريح ياللي تـنثرين المناديل      قلبي بنات الريح عقبك غدو به
قلبٍ تولـّع بالاصايل من الخيل      اللي لها في كل لـفـتـه عـجـوبه
للخيل عند اهلي مكانه وتبجيل      على ظهـرها كم بـتـيـلٍ لـفـوبـه
متوارثين السـبق جيلٍ بعد جيل      من قبل ( قود الفنّ ) يتناعتوبه","يصف الشاعر الريح وصدها وهروب قلبه خلفها كالريح. شعور الشاعر بشغف للخيل الأصيلة في كل لمحة منها. يبيّن مكانة الخيل واحترامها عند أهله. توارث عشيرته سباق الخيل عبر الأجيال.---يا الريح ياللي تنثرين المناديل      قلبي بنات الريح عقبك غدو به
قلب تولع بالاصايل من الخيل      اللي لها في كل لفته عجوبه
للخيل عند اهلي مكانه وتبجيل      علي ظهرها كم بتيل لفوبه
متوارثين السبق جيل بعد جيل      من قبل ( قود الفن ) يتناعتوبه",بنات الريح,"يا الريح ياللي تنثرين المناديل      قلبي بنات الريح عقبك غدو به
قلب تولع بالاصايل من الخيل      اللي لها في كل لفته عجوبه
للخيل عند اهلي مكانه وتبجيل      علي ظهرها كم بتيل لفوبه
متوارثين السبق جيل بعد جيل      من قبل ( قود الفن ) يتناعتوبه","1,017,101,810,191,020",regular,به,ب,الهجيني,هـ,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""اهلي"", ""متوارثين""]}]",معاصر,"[""فخر""]","[""التراث النبطي"", ""الطبيعة والخيل"", ""الفخر والشجاعة""]",[],"[""سباق الخيل""]","[{""name"": ""الدروب,"", ""type"": ""أماكن_مجردة""}]"
74,341,بنــات الريــــح,"متوارثين السـبق جيلٍ بعد جيل      من قبل ( قود الفنّ ) يتناعتوبه
قنـّد (يابو راشـد) دلالٍ معاميل      ما دام نفـسـي للقـوافي طـروبه
لا تطري اللي جدّموا لي مهازيل      خيلٍ قبل عطب الدروب معطوبه
قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه","توارث عشيرته سباق الخيل عبر الأجيال. يتحدث عن شغفه بالقوافي ودلعها المستمر. يحذر من مدح من جرب الخيل المعطوبة. يذكر من نصحه بأخذ الخيل السريعة والقوية.---متوارثين السبق جيل بعد جيل      من قبل ( قود الفن ) يتناعتوبه
قند (يابو راشد) دلال معاميل      ما دام نفسي للقوافي طروبه
لا تطري اللي جدموا لي مهازيل      خيل قبل عطب الدروب معطوبه
قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه",بنات الريح,"متوارثين السبق جيل بعد جيل      من قبل ( قود الفن ) يتناعتوبه
قند (يابو راشد) دلال معاميل      ما دام نفسي للقوافي طروبه
لا تطري اللي جدموا لي مهازيل      خيل قبل عطب الدروب معطوبه
قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه","1020,1021,1022,1023",regular,به,ب,الهجيني,هـ,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""بصدري"", ""لي""]}]",معاصر,"[""غضب"", ""فخر""]","[""التراث النبطي"", ""الحب والغزل"", ""الطبيعة والخيل"", ""الغيرة والعتاب"", ""الفخر والشجاعة"", ""الوفاء والصبر""]",[],[],"[{""name"": ""الدروب,"", ""type"": ""أماكن_مجردة""}]"
74,342,بنــات الريــــح,"قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه
وتوشـّحوا خـيلٍ مـداها مـداهـيل      عزومها فوق الدروب مْعصوبه
هم فضلوا لانفسهم الخيل تفضيل      واللي فضل عنهم بصدري رموبه
ما لومهـم لو شفـت قـلّ المحاصيل      من يزرع بأرض الصبخ وش ينوبه","يذكر من نصحه بأخذ الخيل السريعة والقوية. يشير إلى الخيل التي توشحت بالقوة وحُشدت على الطرق. يؤكد تفضيلهم للخيل على الآخرين الذين يفضلهم في قلبه. يبدي تفهّماً لقلة المحاصيل وضعف من يزرع أرضاً قاحلة.---قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه
وتوشحوا خيل مداها مداهيل      عزومها فوق الدروب معصوبه
هم فضلوا لانفسهم الخيل تفضيل      واللي فضل عنهم بصدري رموبه
ما لومهم لو شفت قل المحاصيل      من يزرع بارض الصبخ وش ينوبه",بنات الريح,"قالوا خذ اللي سيرها يسبق السيل      والعاتي الصرصر تناخر هبوبه
وتوشحوا خيل مداها مداهيل      عزومها فوق الدروب معصوبه
هم فضلوا لانفسهم الخيل تفضيل      واللي فضل عنهم بصدري رموبه
ما لومهم لو شفت قل المحاصيل      من يزرع بارض الصبخ وش ينوبه","1023,1024,1025,1026",regular,به,ب,الهجيني,هـ,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""دوبه"", ""قلبي"", ""لي""]}, {""name"": ""يابن حرمش"", ""relation"": ""المخاطب"", ""resolved_from"": [""يابن حرمش""]}]",معاصر,"[""حكمة"", ""شوق"", ""غضب""]","[""التراث النبطي"", ""الحب والغزل"", ""الصداقة والكرم"", ""الطبيعة والخيل"", ""الغيرة والعتاب"", ""الفخر والشجاعة"", ""الوفاء والصبر""]",[],[],[]
74,343,بنــات الريــــح,"ما لومهـم لو شفـت قـلّ المحاصيل      من يزرع بأرض الصبخ وش ينوبه
أترك (يابن حرمش) هل القال والقيل      طب الردي لا تحط دوبـك ودوبه
والله ما اكـذّبـك جـمـله وتـفصـيل      صادق ولو نظرات غيرك كذوبه
معـزّبـك يقـرا عـيون الرجاجـيل      يفـطن لهم لو سـرّهـم ما فـضوبه","يبدي تفهّماً لقلة المحاصيل وضعف من يزرع أرضاً قاحلة. ينصح بعدم الالتفات إلى الكلام الفارغ والسيئ. يؤكد صدقه في حديثه رغم كذب الآخرين. يصف من يحبك بأنه يقرأ عيون الرجال ويفهم أسرارهم.---ما لومهم لو شفت قل المحاصيل      من يزرع بارض الصبخ وش ينوبه
اترك (يابن حرمش) هل القال والقيل      طب الردي لا تحط دوبك ودوبه
والله ما اكذبك جمله وتفصيل      صادق ولو نظرات غيرك كذوبه
معزبك يقرا عيون الرجاجيل      يفطن لهم لو سرهم ما فضوبه",بنات الريح,"ما لومهم لو شفت قل المحاصيل      من يزرع بارض الصبخ وش ينوبه
اترك (يابن حرمش) هل القال والقيل      طب الردي لا تحط دوبك ودوبه
والله ما اكذبك جمله وتفصيل      صادق ولو نظرات غيرك كذوبه
معزبك يقرا عيون الرجاجيل      يفطن لهم لو سرهم ما فضوبه","1026,1027,1028,1029",regular,به,ب,الهجيني,هـ,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""قلب تولع"", ""نفسي""]}, {""name"": ""محمد بن راشد آل مكتوم"", ""relation"": ""الأب"", ""resolved_from"": [""يابو راشد""]}]",معاصر,"[""حب"", ""حكمة""]","[""الإيمان والدعاء"", ""التراث النبطي"", ""الشعر والإبداع"", ""الشوق والحنين"", ""الطبيعة والخيل"", ""الفخر والشجاعة"", ""القيادة والزعماء""]",[],[],"[{""name"": ""ثري الساري,"", ""type"": ""مواقع_نبطية,""}, {""name"": ""دروبه,"", ""type"": ""أماكن_مجردة""}]"
74,344,بنــات الريــــح,"معـزّبـك يقـرا عـيون الرجاجـيل      يفـطن لهم لو سـرّهـم ما فـضوبه
معـانـس الدنيا على العدل والميل      اقفر ثرى الساري واسرّي دروبه
واللي يمثــّـل لي محـبّـته تمـثـيـل      أحـكّ ظهـره ليـن تـظهـر عـيوبه
مابطري اسمه دام من سبّق الخيل      شـع اوّلـه يـوم آخـره فـارقـوبـه","يصف من يحبك بأنه يقرأ عيون الرجال ويفهم أسرارهم. يصف الحياة بأنها قاحلة وصعبة في التوازن والعدل. يحذر من منافقي المحبة الذين يكشف عيوبهم مع الوقت. يؤكد على أهمية السمعة في سباق الخيل ومتابعته.---معزبك يقرا عيون الرجاجيل      يفطن لهم لو سرهم ما فضوبه
معانس الدنيا علي العدل والميل      اقفر ثري الساري واسري دروبه
واللي يمثل لي محبته تمثيل      احك ظهره لين تظهر عيوبه
مابطري اسمه دام من سبق الخيل      شع اوله يوم اخره فارقوبه",بنات الريح,"معزبك يقرا عيون الرجاجيل      يفطن لهم لو سرهم ما فضوبه
معانس الدنيا علي العدل والميل      اقفر ثري الساري واسري دروبه
واللي يمثل لي محبته تمثيل      احك ظهره لين تظهر عيوبه
مابطري اسمه دام من سبق الخيل      شع اوله يوم اخره فارقوبه","1029,1030,1031,1032",final,به,ب,الهجيني,هـ,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""نفسي"", ""والله ما اكذبك""]}, {""name"": ""محمد بن راشد آل مكتوم"", ""relation"": ""الأب"", ""resolved_from"": [""يابو راشد""]}]",معاصر,"[""حب""]","[""الإيمان والدعاء"", ""التراث النبطي"", ""الزمن والقدر"", ""الشعر والإبداع"", ""الطبيعة والخيل"", ""الفخر والشجاعة"", ""القيادة والزعماء"", ""الوفاء والصبر""]",[],[],"[{""name"": ""أرض الصبخ,"", ""type"": ""أراضي_إماراتية""}]"
75,345,بيـاض التجـربـه,"أحب هاجـوس الشعـر من كل نوع      والـنادره تصـبح بي وأمـسي بها
والهامه اللي ما تعرف الاّ الخضوع      كم في مـياديـن الـشـرف ترتيـبها
مع كـبار السـن .. ياتيـني خشـوع      واشعـر براحـه ماحـد ٍ يدري بها
كم شايـب ٍ ماهو من الـدنيا جزوع      مـتـمـرّس ٍ فـيها … وفـأسـاليـبها","يعبّر عن حبه للشعر وتقديره للنادر منه الذي يرافقه دومًا يشيد بالإلهام الذي يتسم بالخضوع وتنظيم الأمور بشرف يشعر بخشوع وراحة عميقة عند التفاعل مع كبار السن يصف الشيوخ الذين يمتلكون خبرة كبيرة وحكمة في الحياة---احب هاجوس الشعر من كل نوع      والنادره تصبح بي وامسي بها
والهامه اللي ما تعرف الا الخضوع      كم في ميادين الشرف ترتيبها
مع كبار السن .. ياتيني خشوع      واشعر براحه ماحد _ يدري بها
كم شايب _ ماهو من الدنيا جزوع      متمرس _ فيها … وفاساليبها",بياض التجربه,"احب هاجوس الشعر من كل نوع      والنادره تصبح بي وامسي بها
والهامه اللي ما تعرف الا الخضوع      كم في ميادين الشرف ترتيبها
مع كبار السن .. ياتيني خشوع      واشعر براحه ماحد _ يدري بها
كم شايب _ ماهو من الدنيا جزوع      متمرس _ فيها … وفاساليبها","1033,1034,1035,1036",regular,ها,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الرجال"", ""relation"": ""الرجال الطيبين"", ""resolved_from"": [""الرجال""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""وقف هنا"", ""غنوه"", ""ياتيني"", ""اشعر""]}, {""name"": ""الهامة"", ""relation"": ""الإلهام"", ""resolved_from"": [""الهامه""]}, {""name"": ""كبار السن"", ""relation"": ""الشيوخ"", ""resolved_from"": [""كبار السن""]}]",معاصر,"[""شوق"", ""فخر"", ""فرح""]","[""الإيمان والدعاء"", ""الشعر والإبداع"", ""الشوق والحنين"", ""المجد والعز"", ""الوفاء والصبر""]","[""المفاهيم_الإيمانية""]",[],"[{""name"": ""ميادين الشرف,"", ""type"": ""أماكن_مجردة""}]"
75,346,بيـاض التجـربـه,"كم شايـب ٍ ماهو من الـدنيا جزوع      مـتـمـرّس ٍ فـيها … وفـأسـاليـبها
لحـيـتـه فـيها شـيـب لكـنـّه قـنـوع      شوفوا بياض التجـربه في شيبها
باعـياد ميـلاد البدر ليت الشـموع      اللي الـبشر فاعـيادها تضحّي بها
ما تـنور لـرجل ٍ في هالدنيا خنوع      ما تـنـور الاّ للـرجـال .. وطيـبها","يصف الشيوخ الذين يمتلكون خبرة كبيرة وحكمة في الحياة يرى في شيب الشيب دلالة على خبرة وقناعة عميقة يتمنى أن تكون أعياد البشر مثل أعياد ميلاد البدر التي تضيء يؤكد أن الشجاعة والكرم لا تُقبل إلا من الرجال الحقيقيين---كم شايب _ ماهو من الدنيا جزوع      متمرس _ فيها … وفاساليبها
لحيته فيها شيب لكنه قنوع      شوفوا بياض التجربه في شيبها
باعياد ميلاد البدر ليت الشموع      اللي البشر فاعيادها تضحي بها
ما تنور لرجل _ في هالدنيا خنوع      ما تنور الا للرجال .. وطيبها",بياض التجربه,"كم شايب _ ماهو من الدنيا جزوع      متمرس _ فيها … وفاساليبها
لحيته فيها شيب لكنه قنوع      شوفوا بياض التجربه في شيبها
باعياد ميلاد البدر ليت الشموع      اللي البشر فاعيادها تضحي بها
ما تنور لرجل _ في هالدنيا خنوع      ما تنور الا للرجال .. وطيبها","1036,1037,1038,1039",regular,ها,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""مالت علي نفس"", ""وضع السجود"", ""وقف هنا"", ""غنوه""]}, {""name"": ""الشيخ"", ""relation"": ""الشيب"", ""resolved_from"": [""لحيته"", ""شيب""]}]",معاصر,"[""حكمة"", ""شوق""]","[""الإيمان والدعاء"", ""الزمن والقدر"", ""الشعر والإبداع"", ""الشوق والحنين"", ""الوفاء والصبر""]","[""العبادة""]",[],[]
75,347,بيـاض التجـربـه,"ما تـنور لـرجل ٍ في هالدنيا خنوع      ما تـنـور الاّ للـرجـال .. وطيـبها
واذا الطلوع اصعب على نفوس التبوع      يامـشـرق احـلامـي ويا تغـريـبها
أنا النزول أصعب عليّ من الطلوع      ميـزه بعـض الاحـيان ما ودّي بها
وقـّـف هـنا لحـظات خلـّيها سـبـوع      في الصدر غـنوه ودّي آغنـّي بها","يؤكد أن الشجاعة والكرم لا تُقبل إلا من الرجال الحقيقيين يعبر عن صعوبة صعود الأحلام وتحدياتها في النفوس يشعر أن الهبوط أصعب من الصعود أحيانًا رغم عيوبه الشاعر يطلب وقوف اللحظة لتخزينها كأغنية في صدره يعبر بها عن مشاعره.---ما تنور لرجل _ في هالدنيا خنوع      ما تنور الا للرجال .. وطيبها
واذا الطلوع اصعب علي نفوس التبوع      يامشرق احلامي ويا تغريبها
انا النزول اصعب علي من الطلوع      ميزه بعض الاحيان ما ودي بها
وقف هنا لحظات خليها سبوع      في الصدر غنوه ودي اغني بها",بياض التجربه,"ما تنور لرجل _ في هالدنيا خنوع      ما تنور الا للرجال .. وطيبها
واذا الطلوع اصعب علي نفوس التبوع      يامشرق احلامي ويا تغريبها
انا النزول اصعب علي من الطلوع      ميزه بعض الاحيان ما ودي بها
وقف هنا لحظات خليها سبوع      في الصدر غنوه ودي اغني بها","1039,1040,1041,1042",regular,ها,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""احب"", ""سواتي"", ""غنوته"", ""وضع السجود""]}]",معاصر,"[""حب"", ""حزن"", ""حكمة""]","[""الألم والحزن"", ""الإيمان والدعاء"", ""الشعر والإبداع""]","[""العبادة"", ""المفاهيم_الإيمانية""]",[],[]
75,348,بيـاض التجـربـه,"وقـّـف هـنا لحـظات خلـّيها سـبـوع      في الصدر غـنوه ودّي آغنـّي بها
واللي سواتي غنوته جرح و دموع      بكـيـه .. ولكن مسـتحي يـبكي بها
إذا الخـطا قـدّام .. ياطـيب الرجـوع      مالت على نـفـس ٍ ما تسـتر عيبها
واذا الوقوف يصير من بعده وقـوع      الجـلـســــه اللي بيـنهـن يا طـيـبها","الشاعر يطلب وقوف اللحظة لتخزينها كأغنية في صدره يعبر بها عن مشاعره. يروي كيف غنّى ماضيه المؤلم المليء بالجروح والدموع لكنه يخجل من البكاء علناً. يشير إلى أن التوبة والرجوع للحق ينبغي أن تُقبل رغم العيوب والذنب السابق. يحذر من خطوات الاضطراب التي تفضي إلى سقوط بعد كل تردد وتوقف.---وقف هنا لحظات خليها سبوع      في الصدر غنوه ودي اغني بها
واللي سواتي غنوته جرح و دموع      بكيه .. ولكن مستحي يبكي بها
اذا الخطا قدام .. ياطيب الرجوع      مالت علي نفس _ ما تستر عيبها
واذا الوقوف يصير من بعده وقوع      الجلسه اللي بينهن يا طيبها",بياض التجربه,"وقف هنا لحظات خليها سبوع      في الصدر غنوه ودي اغني بها
واللي سواتي غنوته جرح و دموع      بكيه .. ولكن مستحي يبكي بها
اذا الخطا قدام .. ياطيب الرجوع      مالت علي نفس _ ما تستر عيبها
واذا الوقوف يصير من بعده وقوع      الجلسه اللي بينهن يا طيبها","1042,1043,1044,1045",regular,ها,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""احب"", ""عساي"", ""قلبك"", ""يامشرق احلامي""]}, {""name"": ""الله"", ""relation"": ""رب"", ""resolved_from"": [""رضا الله"", ""يارب""]}]",معاصر,"[""أمل"", ""حب""]","[""الإيمان والدعاء"", ""الشعر والإبداع"", ""الطموح والنجاح""]","[""الله,العبادة"", ""الله,المفاهيم_الإيمانية""]",[],[]
75,349,بيـاض التجـربـه,"واذا الوقوف يصير من بعده وقـوع      الجـلـســــه اللي بيـنهـن يا طـيـبها
ما يـذبحـك من داخـلك إلا ّ الطبـوع      اللي تـمارسـها .. ولا تـوصّـي بها
أطلـب رضا الله دام قـلبك فـيه روع      واثني الصلاه اللي تبي تصلّي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعـوه قبل تدعي بها","يحذر من خطوات الاضطراب التي تفضي إلى سقوط بعد كل تردد وتوقف. يؤكد أن أكثر ما يؤلم الإنسان هو طباعه السيئة التي يمارسها بنفسه. يدعو لطلب رضا الله والدعاء بالصلاة بإخلاص وقلب حيّ ينبض بالله. يربط بين وضع السجود والركوع ويحث على استحضار الدعاء بخشوع قبل التضرع.---واذا الوقوف يصير من بعده وقوع      الجلسه اللي بينهن يا طيبها
ما يذبحك من داخلك الا _ الطبوع      اللي تمارسها .. ولا توصي بها
اطلب رضا الله دام قلبك فيه روع      واثني الصلاه اللي تبي تصلي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعوه قبل تدعي بها",بياض التجربه,"واذا الوقوف يصير من بعده وقوع      الجلسه اللي بينهن يا طيبها
ما يذبحك من داخلك الا _ الطبوع      اللي تمارسها .. ولا توصي بها
اطلب رضا الله دام قلبك فيه روع      واثني الصلاه اللي تبي تصلي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعوه قبل تدعي بها","1045,1046,1047,1048",regular,ها,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""البدر"", ""relation"": ""القمر"", ""resolved_from"": [""البدر""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""القلب"", ""يقول"", ""عساي""]}, {""name"": ""الشيب"", ""relation"": ""الشيخ"", ""resolved_from"": [""شايب""]}, {""name"": ""الله"", ""relation"": ""رب"", ""resolved_from"": [""سبحانك"", ""يا عالم"", ""يارب""]}]",معاصر,"[""أمل""]","[""الإيمان والدعاء"", ""الزمن والقدر""]","[""العبادة,الله"", ""الله,المفاهيم_الإيمانية""]","[""عيد ميلاد""]",[]
75,350,بيـاض التجـربـه,"أطلـب رضا الله دام قـلبك فـيه روع      واثني الصلاه اللي تبي تصلّي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعـوه قبل تدعي بها
يارب سـبحانك عـساي مْـن الجموع      إللي عـلى النـار يْـحـَرم تعـذيـبها
القلب في العـشر الأواخر جاك طوع      ويقول .. سـبحانك يا عالم غـيبها","يدعو لطلب رضا الله والدعاء بالصلاة بإخلاص وقلب حيّ ينبض بالله. يربط بين وضع السجود والركوع ويحث على استحضار الدعاء بخشوع قبل التضرع. يطلب من الله أن يرحم المؤمنين ويجنبهم عذاب النار في الآخرة. يعبر عن خضوع القلب في العشر الأواخر من رمضان وتسبيحه لله عالم الغيب.---اطلب رضا الله دام قلبك فيه روع      واثني الصلاه اللي تبي تصلي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعوه قبل تدعي بها
يارب سبحانك عساي من الجموع      اللي علي النار يحرم تعذيبها
القلب في العشر الاواخر جاك طوع      ويقول .. سبحانك يا عالم غيبها",بياض التجربه,"اطلب رضا الله دام قلبك فيه روع      واثني الصلاه اللي تبي تصلي بها
وضع السجود يشابهه وضع الركوع      واستحضر الدعوه قبل تدعي بها
يارب سبحانك عساي من الجموع      اللي علي النار يحرم تعذيبها
القلب في العشر الاواخر جاك طوع      ويقول .. سبحانك يا عالم غيبها","1,047,104,810,491,050",final,ها,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""البدر"", ""relation"": ""القمر"", ""resolved_from"": [""البدر""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""انا"", ""علي نفوس""]}, {""name"": ""الشيب"", ""relation"": ""الشيخ"", ""resolved_from"": [""شايب""]}]",معاصر,[],"[""الألم والحزن"", ""الزمن والقدر"", ""الوفاء والصبر""]",[],"[""عيد ميلاد""]",[]
76,351,بيت في حرف,"متى ما ينوزن لك بيت لكن يختـفي لك حرف      متى كل ما يجي لك حـزن لكن ما تـبي تلمّه
متى كل ما تـشوف العـين عـينك دمعها يذرف      متى كل ما يجيك صديق خايف من بني عمّه
متى ما زادت حمولك ع ظهرك ولاتروم تخف      متى ما تنقطف الازهار وريح الزهر ما تشمّه
متى ما هم عزوك الناس حتى عرق جدّك قَـف      متى يحـتار بـني آدم ما بيـن الـشـك والذمـّه","الشاعر يصف فقدان الكلمات والحزن المتكرر الذي يرفض جمعه. دموع العين تعكس الحزن والخوف من الصداقات غير المضمونة. يتحدث عن الأعباء الثقيلة وفقدان الفرح والبهجة في الحياة. الشك يشل الإنسان حتى في عراقة الأنساب والعزوة.---متي ما ينوزن لك بيت لكن يختفي لك حرف      متي كل ما يجي لك حزن لكن ما تبي تلمه
متي كل ما تشوف العين عينك دمعها يذرف      متي كل ما يجيك صديق خايف من بني عمه
متي ما زادت حمولك ع ظهرك ولاتروم تخف      متي ما تنقطف الازهار وريح الزهر ما تشمه
متي ما هم عزوك الناس حتي عرق جدك قف      متي يحتار بني ادم ما بين الشك والذمه",بيت في حرف,"متي ما ينوزن لك بيت لكن يختفي لك حرف      متي كل ما يجي لك حزن لكن ما تبي تلمه
متي كل ما تشوف العين عينك دمعها يذرف      متي كل ما يجيك صديق خايف من بني عمه
متي ما زادت حمولك ع ظهرك ولاتروم تخف      متي ما تنقطف الازهار وريح الزهر ما تشمه
متي ما هم عزوك الناس حتي عرق جدك قف      متي يحتار بني ادم ما بين الشك والذمه","1051,1052,1053,1054",regular,شمه,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الميعاد"", ""حمولك"", ""عينك""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""الشجعان"", ""فيني""]}, {""name"": ""العين"", ""relation"": ""عضو"", ""resolved_from"": [""عينك""]}]",معاصر,"[""خوف"", ""شوق"", ""صبر""]","[""الألم والحزن"", ""الشوق والحنين"", ""الصداقة والكرم"", ""الطبيعة والخيل"", ""الفخر والشجاعة"", ""الفراق والهجر"", ""المجد والعز""]",[],[],[]
76,352,بيت في حرف,"متى ما هم عزوك الناس حتى عرق جدّك قَـف      متى يحـتار بـني آدم ما بيـن الـشـك والذمـّه
متى ما اهتزّوا الشجعان بطاري الموت في موقف      متى ما تـلتـقي الاعـدا تـشوف الـناس ملتمـّه
متى ما يضحـكوا لك ناس لكن بْـحجـاجٍ عكـف      هـذاك اليـوم بنـي آدم يبـي يتـبـرّا مـن دمـّــه
أحس الشوق لي فيني مثل هذا ويزيده رضف      إذا المـيعـاد يتـخالـف وهو الميـعاد ما يـتـمّـه","الشك يشل الإنسان حتى في عراقة الأنساب والعزوة. الشجعان يرتجفون عند مواجهة الموت وتجمع الأعداء. الضحك الممزوج بالشكوك يفضح نوايا الناس الخفية. الشوق يتزايد رغم تعارض المواعيد وعدم تحققها.---متي ما هم عزوك الناس حتي عرق جدك قف      متي يحتار بني ادم ما بين الشك والذمه
متي ما اهتزوا الشجعان بطاري الموت في موقف      متي ما تلتقي الاعدا تشوف الناس ملتمه
متي ما يضحكوا لك ناس لكن بحجاج عكف      هذاك اليوم بني ادم يبي يتبرا من دمه
احس الشوق لي فيني مثل هذا ويزيده رضف      اذا الميعاد يتخالف وهو الميعاد ما يتمه",بيت في حرف,"متي ما هم عزوك الناس حتي عرق جدك قف      متي يحتار بني ادم ما بين الشك والذمه
متي ما اهتزوا الشجعان بطاري الموت في موقف      متي ما تلتقي الاعدا تشوف الناس ملتمه
متي ما يضحكوا لك ناس لكن بحجاج عكف      هذاك اليوم بني ادم يبي يتبرا من دمه
احس الشوق لي فيني مثل هذا ويزيده رضف      اذا الميعاد يتخالف وهو الميعاد ما يتمه","1054,1055,1056,1057",regular,شمه,هـ,الهجيني,لا يوجد,فتحة,"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""حبيبي"", ""وياك"", ""لك"", ""متي ما ينوزن لك""]}, {""name"": ""الشاعر"", ""relation"": ""المتحدث"", ""resolved_from"": [""الشجعان"", ""انا"", ""بني ادم""]}]",معاصر,"[""حب"", ""حزن"", ""خوف""]","[""الألم والحزن"", ""الحب والغزل"", ""الزمن والقدر"", ""الشعر والإبداع"", ""الشوق والحنين"", ""الفخر والشجاعة"", ""المجد والعز"", ""الوفاء والصبر""]",[],[],"[{""name"": ""القمه,"", ""type"": ""أماكن_مجردة""}]"
