poem_id,row_ids,line_count,Title_cleaned,Title_raw,category,meter,qafiya,ai_images_thumb,Poem_line_cleaned,Poem_line_raw,places,religion,animals,events,entities,sentiments,subjects,summary_combined,ai_prompt
115,"[1642, 1643, 1644, 1645]",4,شاعر ارتجالي,شاعـــر إرتـجــــالي,حديث,الهجيني,ه,/images/poems/115_Drive_New_Thumbnail_view.jpg,"وخليت لك يا حبيبي بيت فرعوني      يخربط الناس في الروحات والجيه
وخليت لك في عيوني ركب وضعوني      تزعل وتنزل تحت جفني وفوقيه
يا صاحبي وان نشدني طيفك شلوني      اقول طيب وطيفك فيه ماريه
ماريه يوم تقبل تجذب لحوني      واجر له من لحون الشوق قافيه","وخلّيت لك يا حبيبي بيت فرعوني      يخربط الناس في الروحات والجيّه
وخلّيت لك في عيوني ركب وضعوني      تزعل وتنزل تحت جفـني وفوقيّه
يا صاحبي وان نشدني طيفك شلوني      أقـول طيّـب وطـيفـك فـيه ماريّه
ماريّـةٍ يوم تـقـبل تجـذب لحـوني      وآجـر له من لحون الشوق قافـيّه",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""خليت""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يا حبيبي""]}]","[""حب"", ""شوق""]","[""الحب والغزل"", ""الجمال والعيون"", ""الشوق والحنين"", ""الشعر والإبداع""]",يصف بيته لك حبيبه كبيت فرعوني يعقد الأمور ويأسر النفوس يضع حبيبته في عينيه، تعيش مشاعر متقلبة تتأرجح بين الحزن والفرح يشكو لصديقه من تأثير طيف حبيبه ومدى شدة الشوق له يصف كيف يجذب طيفها لحونه ويخلق قافية من حنينه,"يصف بيته لك حبيبه كبيت فرعوني يعقد الأمور ويأسر النفوس يضع حبيبته في عينيه، تعيش مشاعر متقلبة تتأرجح بين الحزن والفرح يشكو لصديقه من تأثير طيف حبيبه ومدى شدة الشوق له يصف كيف يجذب طيفها لحونه ويخلق قافية من حنينه | Mood: حب, شوق | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
115,"[1646, 1647, 1648, 1649]",4,شاعر ارتجالي,شاعـــر إرتـجــــالي,حديث,الهجيني,يه,/images/poems/115_Drive_New_Thumbnail_view.jpg,"بيحت يا قاصد الغلطات مكنوني      وانا رومانسي احب اهل الرومانسيه
من دونك اعيش وانت تعيش من دوني      يالين اوحيت صوتك لعنبو حيه
ضجت زوايا خفوقي وانشد ركوني      وانا ولد شيخ لي هيبه وشخصيه
الارض ارضي وكون المرجله كوني      لكنه الحب والعاشق وطاريه","بيّحت يا قاصد الغلطات مكنوني      وانا رومانسي أحب اهل الرومانسيّه
من دونك آعيش وانت تعيش من دوني      يالين أوحيت صوتك لعنبو حيّه
ضجّـت زوايا خفوقي وانـشد ركوني      وانا ولد شيخ لي هيبه وشخصيّه
الأرض أرضي وكون المرجله كوني      لكـنـّـه الحـب والعاشـق وطاريّه","[{""resolved_from"": ""الأرض"", ""name"": ""أراضي إماراتية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا"", ""رومانسي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""يا قاصد""]}]","[""حب""]","[""الحب والغزل"", ""الفراق والهجر"", ""القيادة والزعماء"", ""المجد والعز""]",يعترف بأخطائه ويرد عليها برومانسيته وحبه للرومانسية يتحدث عن العيش بدون حبيب ويؤكد شدة وصل الصوت وأثره ينشد السكون في قلبه المحموم ويُبرز هويته وشخصيته القوية يؤكد تعلقه بأرضه وقوة رجولته لكن الحب أيضاً له اعتبار,"يعترف بأخطائه ويرد عليها برومانسيته وحبه للرومانسية يتحدث عن العيش بدون حبيب ويؤكد شدة وصل الصوت وأثره ينشد السكون في قلبه المحموم ويُبرز هويته وشخصيته القوية يؤكد تعلقه بأرضه وقوة رجولته لكن الحب أيضاً له اعتبار | Mood: حب | Location: أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
115,"[1650, 1651, 1652, 1653]",4,شاعر ارتجالي,شاعـــر إرتـجــــالي,حديث,الهجيني,يه,/images/poems/115_Drive_New_Thumbnail_view.jpg,"تكفون يا ناس بالله لا تلوموني      الصدفه اللي بلا ميعاد جبريه
سموني العاشق المغرم وسموني      الشاعر اللي قصايده ارتجاليه
قنابل من فكر راسي ومضموني      لكن قنابل غلا ما هيب ذريه
واغني البيت متراكب وموزوني      مبدع ومجنون وافكاري خياليه","تـكـفـون يا نـاس بالله لا تـلـومـونـي      الصـدفه اللي بلا مـيـعاد جـبريّه
سمـّـوني العاشـق المغـرم وسمّوني      الشاعـر اللي قـصايـده ارتجالـيّه
قـنابلٍ من فكـر راسـي ومضـموني      لكن قـنـابـل غـلا ما هـيب ذريّـه
وآغنـّي البيت متراكـب ومـوزوني      مبـدع ومجـنون وافـكاري خياليّه",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""تلوموني"", ""انا""]}]","[""حب""]","[""الحب والغزل"", ""الشعر والإبداع"", ""الطموح والنجاح""]",يطلب من الناس عدم لومه فالصدفة فرضت عليه المواقف يُوصف بالعاشق والشاعر المرتجل الذي يعبر عن مشاعره spontanously يشبه أفكاره بقنابل من الحب العميق والغير ضار يغني بيتاً متقناً مبدعاً بمزج الجنون والخيال,"يطلب من الناس عدم لومه فالصدفة فرضت عليه المواقف يُوصف بالعاشق والشاعر المرتجل الذي يعبر عن مشاعره spontanously يشبه أفكاره بقنابل من الحب العميق والغير ضار يغني بيتاً متقناً مبدعاً بمزج الجنون والخيال | Mood: حب | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
115,[1654],1,شاعر ارتجالي,شاعـــر إرتـجــــالي,حديث,الهجيني,يه,/images/poems/115_Drive_New_Thumbnail_view.jpg,يا نجد ودي اغني بك علي هوني      حوريه الارض فوق الارض نجديه,يا نجـد ودّي أغنـّي بك على هـوني      حوريّة الأرض فوق الأرض نجديّه,"[{""resolved_from"": ""نجد"", ""name"": ""بلاد""}, {""resolved_from"": ""الأرض"", ""name"": ""أراضي إماراتية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""ودي"", ""هوني""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""حوريه""]}]","[""حب""]","[""الشوق والحنين"", ""التراث النبطي""]",ينشد بحب لأرض نجد ويصفها بحورية الأرض وعلو مكانتها,"ينشد بحب لأرض نجد ويصفها بحورية الأرض وعلو مكانتها | Mood: حب | Location: بلاد, أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
116,"[1655, 1656, 1657, 1658]",4,شاعر مشاعر,شـاعـر مشـاعـر,معاصر,الهجيني,يك,/images/poems/116_Drive_New_Thumbnail_view.jpg,"خل يوصل الخفوقك حب او انك تجيه      كل ما اشوفك فلانه واتردد كيف اجيك
رددت نظرات عيني اعشقه اوموت فيه      وكل ما اطالع عيونك وارمي النظره اليك
سمني النظره وقالت اه اسم الله عليه      من عنيه القلب يرسل نبضه لنظره عنيك
من عنيك ارسال واضح تجبره بغمضه عنيه      وانت لو قصدك تذيكا في سكوتك او حكيك","خلّ يوصل الخفوقك حب أو انـّك تجيه      كل ما اشوفك فلانه واتـردّد كيف اجيك
ردّدت نظرات عيني إعشقه أوموت فيه      وكل ما اطالع عيونك وارمي النظره إليك
سمّني النظره وقالت آه إسم الله عليه      من عنيه القلب يرسل نبضه لنظرة عنيك
من عنيك ارسال واضح تجبره بغمضة عنيه      وانت لو قصدك تذيكا في سكوتك أو حكيك",[],"[{""name"": ""الله""}]",[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اشوفك""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""الخفوقك"", ""تجيه"", ""اجيك""]}]","[""شوق"", ""حب""]","[""الحب والغزل"", ""الشوق والحنين"", ""الجمال والعيون""]",حيرته بين محبة قلبه وتردده في الاقتراب منها عند رؤيتها ترددت نظراته بين عشق عميق وحب يموت في عيون محبوبته يصف كيف تبعث عيناه نبضات القلب إلى نظرها المعجبة تواصل الحب واضح في نظراتها وحركاتها رغم سكوتها أو كلامها,"حيرته بين محبة قلبه وتردده في الاقتراب منها عند رؤيتها ترددت نظراته بين عشق عميق وحب يموت في عيون محبوبته يصف كيف تبعث عيناه نبضات القلب إلى نظرها المعجبة تواصل الحب واضح في نظراتها وحركاتها رغم سكوتها أو كلامها | Mood: شوق, حب | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
116,"[1659, 1660, 1661, 1662]",4,شاعر مشاعر,شـاعـر مشـاعـر,معاصر,الهجيني,يك,/images/poems/116_Drive_New_Thumbnail_view.jpg,"ابتسم لك وابتسم لي وبس هذا اللي ابيه      لا تخلي الحب يذبح شاعرك ويموت فيك
خذ عيونه او خفوقه والا اقولك خذ يديه      يعني خذ شاعر مشاعر قصده الا يحتويك
لا تخلي القلب يهوي وتجبره بمده يديك      لا تغزل في عيونك عينك اللي تحتويه
ابتليتك حب واضح واضح اني لا ابتليك      واعشقك يا شوق بلوي وبلوي اني لا ابتليه","إبتسم لك وابتسم لي وبس هذا اللي أبيه      لا تخلّي الحب يذبح شاعرك ويموت فيك
خذ عيونه أو خفوقه والا اقولّك خذ يديه      يعني خذ شاعر مشاعر قصده الاّ يحتويك
لا تخلـّي القلب يهوى وتجبره بمدّة يديك      لا تغـزّل في عيونك عينك اللي تحتويه
ابتليتك حب واضح واضح انّي لا ابتليك      واعشقك يا شوق بلوى وبلوى انّي لا ابتليه",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""شاعرك"", ""ابيه""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""ابتسم لك""]}]","[""حب"", ""شوق""]","[""الحب والغزل"", ""الشعر والإبداع"", ""الشوق والحنين""]",يريد تبادل الابتسامة فقط دون أن يقتل الحب شاعره يعرض مشاعره بكل ما يملك ليضمها إليه ويفهمها يناشدها ألّا تجبر قلبه على البعاد وتحتوي عيونه بحنان يؤكد أن حبه صادق وواضح لا يبتلى بشك أو ريبة,"يريد تبادل الابتسامة فقط دون أن يقتل الحب شاعره يعرض مشاعره بكل ما يملك ليضمها إليه ويفهمها يناشدها ألّا تجبر قلبه على البعاد وتحتوي عيونه بحنان يؤكد أن حبه صادق وواضح لا يبتلى بشك أو ريبة | Mood: حب, شوق | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
116,"[1663, 1664, 1665]",3,شاعر مشاعر,شـاعـر مشـاعـر,معاصر,الهجيني,يه,/images/poems/116_Drive_New_Thumbnail_view.jpg,"اعشقك يعني عشقتك من غلاوه والديك      واحضنك طفل تدلع .. في خميله والديه
اعجبك او ما اعجبك كل واحد هيك وهيك      بس ردك لي بسرعه قول لا او قول هيه
وش عليك اللي يحبك ياحبيبي وش عليك      وانت تبغي بس عامل نفسك انك ما تبيه","أعشقك يعني عشقتك من غلاوة والديك      واحضنك طفلٍ تدلّـع .. في خميلة والديه
أعجبك أو ما اعجبك كل واحد هيك وهيك      بس ردّك لي بسرعه قول لا أو قول هيه
وش عليك اللي يحبّك ياحبيبي وش عليك      وانت تبغي بس عامل نفسك انك ما تبيه","[{""resolved_from"": ""خميلة والديه"", ""name"": ""مواقع اجتماعية""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اعشقك"", ""احضنك""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""والديك"", ""والديه""]}]","[""حب""]","[""الحب والغزل"", ""الشوق والحنين"", ""الغيرة والعتاب""]",يعبر عن شدة عشقه بحنان كطفل مدلل بين يديها يريد جوابا صريحا عنها سواء رفضت أو وافقت بسرعة يستغرب تصرفها وكأنها لا تريده رغم حبه لها,"يعبر عن شدة عشقه بحنان كطفل مدلل بين يديها يريد جوابا صريحا عنها سواء رفضت أو وافقت بسرعة يستغرب تصرفها وكأنها لا تريده رغم حبه لها | Mood: حب | Location: مواقع اجتماعية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
117,"[1666, 1667, 1668, 1669]",4,سيدي لا عدمناك,سيّـدي لا عدمنـاك,معاصر,الهجيني,ناك,/images/poems/117_Drive_New_Thumbnail_view.jpg,"حنا تحت امرك وظلك ويمناك      وحنا اذا منا وعدنا وفينا
شجعان ما ظني اذا قلت نعصاك      منك المراجل والتحمل خذينا
سواك رب العرش ماحد شرواك      واكبر فخر باسمك يابوي استمينا
والقصد كله سيدي نطلب رضاك      للعز نرقي والمعالي اعتلينا","حِنّا تـحت أمرك وظلـّك ويمناك      وحِـنّا إذا منـّا وعـــدنـا وفـيــنا
شجعان ما ظنّي إذا قلت نعصاك      منك الـمراجـل والتحمّل خذينا
سوّاك رب العرش ماحدّ شرواك      واكبر فخر باسمك يابوي استمينا
والقصد كلـّه سيّدي نطلب رضاك      للعـز نرقـى والـمعـالي اعتـلينا",[],"[{""name"": ""الله""}]",[],[],"[{""name"": ""محمد بن راشد آل مكتوم"", ""relation"": ""الأب"", ""resolved_from"": [""امرك""]}]","[""حب"", ""صبر"", ""فخر"", ""أمل""]","[""الوفاء والصبر"", ""القيادة والزعماء"", ""الفخر والشجاعة"", ""المجد والعز""]",تأكيد الولاء والوفاء المستمر تحت ظل الحماية والرعاية. يثنون بالشجاعة والصلابة المستمدة من صاحب السلطان. يمجدون القائد ويعتبرونه فخرًا وملهمًا لهم. رغبتهم في نيل رضا القائد لتحقيق العزة والرفعة.,"تأكيد الولاء والوفاء المستمر تحت ظل الحماية والرعاية. يثنون بالشجاعة والصلابة المستمدة من صاحب السلطان. يمجدون القائد ويعتبرونه فخرًا وملهمًا لهم. رغبتهم في نيل رضا القائد لتحقيق العزة والرفعة. | Mood: حب, صبر, فخر, أمل | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
117,"[1670, 1671, 1672]",3,سيدي لا عدمناك,سيّـدي لا عدمنـاك,معاصر,الهجيني,ينا,/images/poems/117_Drive_New_Thumbnail_view.jpg,"حنا اذا منا بيوم وعدناك      لا تظن وعد الحر يصعب علينا
ما دامنا ننهل مناهل سجاياك      انا اشهد انا ع المصاعب قوينا
يحماك ربي سيدي لا عدمناك      وتعيش ازمان ودهور وسنينا","حِـنـّا إذا منّـا بـيـومٍ وعـدنــاك      لا تظـنّ وعد الحـر يـصعب عـلينا
ما دامنا ننهل مناهل سجـاياك      أنا اشهد انـّا ع الـمصاعب قـوينا
يـحماك ربّي سيّدي لا عدمناك      وتعـيش أزمــان ودهـور وسنينا","[{""resolved_from"": ""الأزمان"", ""name"": ""تجلّيات الزمن""}]","[{""name"": ""الله""}]",[],[],"[{""name"": ""محمد بن راشد آل مكتوم"", ""relation"": ""الأب"", ""resolved_from"": [""وعدناك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""انا""]}]","[""حب"", ""صبر""]","[""الوفاء والصبر"", ""القيادة والزعماء"", ""الإيمان والدعاء""]",يؤكدون صدق ووفاء وعودهم دون صعوبة أو تردد. يستمدون القوة من أخلاق القائد في مواجهة الصعاب. دعاء بحفظ القائد ودوام عيشه لسنوات طويلة.,"يؤكدون صدق ووفاء وعودهم دون صعوبة أو تردد. يستمدون القوة من أخلاق القائد في مواجهة الصعاب. دعاء بحفظ القائد ودوام عيشه لسنوات طويلة. | Mood: حب, صبر | Location: تجلّيات الزمن | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
118,"[1673, 1674, 1675, 1676]",4,شرق و غرب,شـرق و غـرب,معاصر,الهجيني,ير,/images/poems/118_Drive_New_Thumbnail_view.jpg,"جيتك بقلب صدوقه معانيه      وانته بقلبك ما تحرك مشاعر
الحر قالوا بالاشارات تكفيه      وانته بعد ذا القول يا كيف حاير
قلب يحبك والله اليوم بارميه      ما اريد قلب في غرامك يكابر
لاول خفوقي عن هوي الكل تغنيه      واليوم حبك صار ع الكل عابر","جـيتـك بقـلبٍ صـدوقه معـانـيه      وانتـه بقـلبـك ما تحـرّك مشاعر
الحـر قالـوا بالاشـارات تكـفـيه      وانته بعد ذا القول يا كيف حاير
قـلبٍ يحـبك والله اليـوم بارميه      ما اريد قـلبٍ في غـرامك يكـابر
لاوّل خفوقي عن هوى الكل تغنيه      واليوم حـبك صار ع الكل عابر",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""جيتك""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انته""]}]","[""حب"", ""حزن""]","[""الحب والغزل"", ""الصداقة والكرم"", ""الألم والحزن"", ""الغيرة والعتاب"", ""الوفاء والصبر"", ""الشوق والحنين"", ""الذكريات""]",الشاعر يصف صدقه في الحب وعدم تحفيز المشاعر من الطرف الآخر يتحدث عن التواصل بالإشارات رغم الحيرة وعدم وضوح المشاعر عند الحبيب يعبر عن رغبته في التخلي عن قلبه المحب الذي يواجه الرفض يشير إلى تراجع مكانة الحب الذي كان مقدسا وأصبح عابرا للجميع,"الشاعر يصف صدقه في الحب وعدم تحفيز المشاعر من الطرف الآخر يتحدث عن التواصل بالإشارات رغم الحيرة وعدم وضوح المشاعر عند الحبيب يعبر عن رغبته في التخلي عن قلبه المحب الذي يواجه الرفض يشير إلى تراجع مكانة الحب الذي كان مقدسا وأصبح عابرا للجميع | Mood: حب, حزن | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
118,[1677],1,شرق و غرب,شـرق و غـرب,معاصر,الهجيني,ير,/images/poems/118_Drive_New_Thumbnail_view.jpg,خلك بدرب عكس ما احب تمشيه      اسير شرق وانت بالغرب ساير,خلك بدربٍ عكس ما احب تمشيه      أسير شرق وانت بالغرب ساير,"[{""resolved_from"": ""شرق"", ""name"": ""أماكن مجردة""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اسير""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""انت""]}]","[""حزن""]","[""الفراق والهجر"", ""الألم والحزن""]",يصف اختلافه وسيره في طريق معاكس لمسير محبوبه,"يصف اختلافه وسيره في طريق معاكس لمسير محبوبه | Mood: حزن | Location: أماكن مجردة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
119,"[1678, 1679, 1680, 1681]",4,شي ولا شي,شيّ ولا شيّ,معاصر,الهجيني,فه,/images/poems/119_Drive_New_Thumbnail_view.jpg,"كنتي بعيوني شي واليوم لا شي      وكنتي بخفوقي نبض واليوم حتفه
الحي من موتك وهو الموت بك حي      كلمه وهي كلمه لها الف حذفه
كم طويت الحب ع خافقي طي      وكم ملكت القلب نصفه و نصفه
لك بحر متمادي ولك موج يطمي      واليوم يا خلي لك الشرب رشفه","كنتي بْعـيوني شَيّ واليوم لا شيّ      وكنتي بخفوقي نبض واليوم حَتفه
الحي من موتك وهو الموت بك حيّ      كَـلمه وهي كَـلمه لـها ألـف حَذفـه
كَـمٍ طـويت الحب عَ خَـافـقي طَـيّ      وْكَمٍ ملَـكـت القلب نصـفه و نصـفه
لك بحر متمَادي ولك مـوج يَطمي      واليوم يا خِلـّي لك الـشرب رَشـفه","[{""resolved_from"": ""البحر"", ""name"": ""طبيعة عامة""}]",[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""بعيوني"", ""بخفوقي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""كنتي""]}]","[""حزن"", ""حب""]","[""الحب والغزل"", ""الفراق والهجر"", ""الألم والحزن"", ""الشوق والحنين""]",الشاعر يعبر عن تحوله من حب عميق إلى لا شيء وبرد القلب. يرى الحياة والموت مرتبطين بحضور وفقدان الحبيب وتأثير كلماته المؤلمة. يتحدث عن مدى إعماره للحب في قلبه وتقسيمه بين أجزاء متساوية. يشبه حبه ببحر وموجٍ متلاطم، ويمنح الحبيب آخر رشفه حب.,"الشاعر يعبر عن تحوله من حب عميق إلى لا شيء وبرد القلب. يرى الحياة والموت مرتبطين بحضور وفقدان الحبيب وتأثير كلماته المؤلمة. يتحدث عن مدى إعماره للحب في قلبه وتقسيمه بين أجزاء متساوية. يشبه حبه ببحر وموجٍ متلاطم، ويمنح الحبيب آخر رشفه حب. | Mood: حزن, حب | Location: طبيعة عامة | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
119,"[1682, 1683, 1684, 1685]",4,شي ولا شي,شيّ ولا شيّ,معاصر,الهجيني,فه,/images/poems/119_Drive_New_Thumbnail_view.jpg,"اليوم لك مده علي كف يدمي      مدي كفوفك خلي كفك بكفه
واليوم كم ناس علي الشوق تسري      والحب له ميزه يبا شوي خفه
عيشي الفرح دامك سكنتي بها دبي      ذوقي المحبه كيف تاتي بلطفه
كيف الظما ياتي علي وارد المي      تشرب وتظما وترتوي له بنطفه","اليوم لك مَـدّه على كـفّ يَـدمـي      مـدّي كـفوفـك خلـّي كَـفـّك بكَـفـّه
واليوم كَم نَاسٍ عَلى الشوق تَسْري      والحب له ميـزه يـبا شْـوي خِـفـّه
عيشي الفرح دامك سكنتي بها دبي      ذوقي الـمَحَـبّه كيف تَـاتي بلطـفه
كيف الظما يَاتي على وارد الـمَيّ      تشرب وتـظما وترتـوي له بنطـفه","[{""resolved_from"": ""دبي"", ""name"": ""أراضي إماراتية""}]",[],[],[],"[{""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""خلي"", ""كفك""]}, {""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""عيشي"", ""ذوقي""]}]","[""حب"", ""شوق""]","[""الألم والحزن"", ""الوفاء والصبر"", ""الشوق والحنين"", ""الحب والغزل"", ""الإمارات ودبي"", ""الجمال والعيون""]",يدعو الحبيب لمد يد العون رغم الألم والجرح. يصف كيف يسري الشوق في القلوب ويشير إلى ضرورة خفة الحب. يحث الحبيب على عيش الفرح في مكان سكنه وتأمل لطف المحبة. يشبه العطش بالماء وكيف يرافقه الشرب والارتواء بنعمة مفاجئة.,"يدعو الحبيب لمد يد العون رغم الألم والجرح. يصف كيف يسري الشوق في القلوب ويشير إلى ضرورة خفة الحب. يحث الحبيب على عيش الفرح في مكان سكنه وتأمل لطف المحبة. يشبه العطش بالماء وكيف يرافقه الشرب والارتواء بنعمة مفاجئة. | Mood: حب, شوق | Location: أراضي إماراتية | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
119,[1686],1,شي ولا شي,شيّ ولا شيّ,معاصر,الهجيني,فه,/images/poems/119_Drive_New_Thumbnail_view.jpg,لي راح هو روح ولي ياتي يجي      و لي لفني لفه له الفين لفه,لي راح هـو رَوّح ولي يَـاتي يْـجي      و لي لَـفـّني لَـفـّه له الفـين لَـفـّـه,[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""لي""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""راح هو روح""]}]","[""حب""]","[""الشوق والحنين"", ""الحب والغزل""]",يتحدث عن الذهاب والعودة في الحياة ويصف اللف والدوار كرمز للفناء.,"يتحدث عن الذهاب والعودة في الحياة ويصف اللف والدوار كرمز للفناء. | Mood: حب | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
12,"[131, 132, 133, 134]",4,سامح,سامح,معاصر,الهجيني,مح,/images/poems/12_Drive_New_Thumbnail_view.jpg,"احيانا افكر .. وافكر .. وافكر      الي متي عزمي بالاشواق جامح
ما دام باب المغفره ما تسكر      تعال وارسل لي خيالي ملامح
لو الحياه بطولها طعم سكر      ما كان احس بذنب غيري واسامح
هذا كلامي لو مزاجي تعكر      وخيل الهجر بين الحنايا ترامح","أحيـــاناً افـكّر .. وافـكّر .. وافـكّر      إلى متى عزمـي بالاشـواق جامـح
ما دام بـاب الـمـغـفــــره ما تسكّـــر      تعـال وارسـل لي خـيـالي مـــــلامـح
لو الـحـياه بطـولـها طـعـم سكّـــــر      ما كان احس بْذنب غيري واسامح
هـذا كــلامـي لـو مـزاجـي تـعـكّـــر      وخيل الهـجر بيـن الـحـنايا ترامح",[],[],"[{""name"": ""الحصان"", ""category"": ""حصان"", ""resolved_from"": [""خيل""]}]",[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""افكر""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""عزمي"", ""الاشواق""]}]","[""تأمل"", ""شوق"", ""حكمة"", ""حزن""]","[""الشوق والحنين"", ""الوفاء والصبر"", ""الفراق والهجر""]",يفكر الشاعر بعمق يساؤل عن مدى قدرة عزيمته على مقاومة الشوق الجامح. يدعو محبوبه لأن يسامحه ما دام باب المغفرة مفتوحًا ولم يغلق بعد. يشير إلى أن الحياة حلوة، ولا يشعر بالذنب إلا هو فقط، فاتحًا باب التسامح. يؤكد أن كلامه صادق رغم سوء مزاجه والهجر الذي يشعر به بين الكيان.,"يفكر الشاعر بعمق يساؤل عن مدى قدرة عزيمته على مقاومة الشوق الجامح. يدعو محبوبه لأن يسامحه ما دام باب المغفرة مفتوحًا ولم يغلق بعد. يشير إلى أن الحياة حلوة، ولا يشعر بالذنب إلا هو فقط، فاتحًا باب التسامح. يؤكد أن كلامه صادق رغم سوء مزاجه والهجر الذي يشعر به بين الكيان. | Mood: تأمل, شوق, حكمة, حزن | Animals: الحصان | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
12,"[135, 136, 137]",3,سامح,سامح,معاصر,الهجيني,ح,/images/poems/12_Drive_New_Thumbnail_view.jpg,"اقولها للي في حبي تنكر      اسامحه .. ولا يعرف التسامح
اطمح تراضيني يا زين وتذكر      ان عاشقك لرضاك يا زين طامح
لا تصير مالح في الهجر وانت سكر      سامح ما فيه اجمل من اللي يسامح","أقـولـهـا للّي فـي حـبّــي تـنـكّـــــــر      أسـامـحـه .. وَلا يعـرف الـتسـامــح
إطـمح تراضـيني يا زيـن وتذكّـــر      إن عاشـقك لرضـاك يا زين طامـح
لا تصير مالـح في الهجر وانت سكّـر      سامح ما فيه اجمل من اللي يسامـح",[],[],[],[],"[{""name"": ""الشاعر"", ""relation"": ""الذات"", ""resolved_from"": [""اقولها""]}, {""name"": ""الحبيب"", ""relation"": ""المحبوب"", ""resolved_from"": [""لي""]}]","[""صبر"", ""أمل""]","[""الحب والغزل"", ""الوفاء والصبر"", ""الطموح والنجاح"", ""الفراق والهجر""]",يصبر على من ينكر حبه ويسامحه رغم أن هذا الشخص لا يعرف معنى التسامح. يطمح الشاعر لأن يرضيه محبوبه ويذكرها بحبه وطموحه في إرضائها. ينصح بالتسامح وترك المرارة بعد الهجر لأن التسامح هو أجمل الصفات.,"يصبر على من ينكر حبه ويسامحه رغم أن هذا الشخص لا يعرف معنى التسامح. يطمح الشاعر لأن يرضيه محبوبه ويذكرها بحبه وطموحه في إرضائها. ينصح بالتسامح وترك المرارة بعد الهجر لأن التسامح هو أجمل الصفات. | Mood: صبر, أمل | Style: Arabic Nabati Poetry Visualization, Cinematic, High Detail"
