PageNumber,Title,Singer,Composer,Date,YouTube,DetailURL,Poem
1,فارس الدار,عبدالمجيد عبدالله,نبض العشقحمد العامري,2024,https://www.youtube.com/watch?v=7SnOQfUu7H4,https://www.wneen.com/lyrics/35724,"دائم ابو راشد الشارات يكسبها
تاتيه من قو عزمه قبل ياتيها
افكاره العالميه يوم يندبها
لابد تفرش على الغيمه جناحيها

له حكمه الشامخ اللي ما يجنبها
عن العلا لان له نفس معليها
حروف اسم سيدي قدام ارتبها
اشفاهكم تعرف اولها وتاليها

الغربي افكارنا يا شيخ غربها
خلا عربنا تقلده ف خطاويها
لكن ارض العرب من يوم جنبها
زرعت روح التحدي في فيافيها

حتى هل الغرب بافكارك تعربها
هذي سواياك من يقدر يسويها
تعيش يا فارس العرب ومعزبها
اللي بك الناس ما خابت هقاويها"
1,القلب شال الحب ( مدخل غرامي ),راشد الماجد,سمو الجودعيضه المنهالي,0,https://www.youtube.com/watch?v=X0etTtWvWbQ,https://www.wneen.com/lyrics/33737,"القلب شال الحب والحب شاله
مدخل غرامي والاحاسيس حوله
وضاع الفكر مابين حاله وحاله
واسهل حلوله صارت اصعب حلوله
الحسن لي يفرض علينا سؤاله
كيف الربيع امد لاربع فصوله
كيف ابتداه الحسن ثم انتهى له
يلين حتى الحسن منه خذوله
وانا اتخيل في خيالي خياله
فرصه عمر تحت ابتسامه طفوله
غرن صفا حسنه وقلبي صفاله
سهل التمني بس صعبن وصوله
يحتار فيه اللي يوصف جماله
ويهين به اللي عن جماله حكوبه
يخجل جماله من صفاوه جماله
ويغيض ربات العيون الخجوله
يمشي معاهم بس كنه لحاله
معهم ولكن كنهم اللي مشوله
واللي تعرض في مرامي نباله
والله مايكسب ولاربع جوله
عادل ولكن مابرمشه عداله
يظلم محبينه برمشه وطوله
اصلن جنوني بس في حب خاله
وشلون لابوصف تفاصيل زوله
ان قال صدي قلت بالله لا قاله
وان قال وصلي قلت بالله قوله
هذا اللذي قلبي من الشوق شاله
مدخل غرامي والاحاسيس حوله"
1,الصاحب المعني,اصاله نصري و ميحد حمد,قلبت الطاولةداليا مبارك,0,https://www.youtube.com/watch?v=asGi6gPU0Nw,https://www.wneen.com/lyrics/33435,"والله لخلي السنين الماضيه تعني
ووادع الناس وارجع واخذ المعنى
يمكن حبيبي اذا غنيت يسمعني
قبل البحر ياقلوب الشوق تبلعنا
اللي خذاني وعيا ما يرجعني
والدرب مجهول والتفكير ضيعنا
يدفعني الشوق لمواصله يدفعني
تبادل العشق هو سبه دوافعنا
تدرون قلبي على هجره ما طاوعني
الناس تعذل وحنا ما تسمعنا
لا قلت احبه تراه الصاحب المعني
واللي مع الهجر طبعا ماهو بمعنا
لا قال دعني وانا ما قلت له دعني
يالين سالت من الفرقا مدامعنا
حتى في يوم الموادع يوم ودعني
بكت جميع الليالي من موادعنا
الله يمتعك بلقاي و يمتعني
والقاك والسحب تمطر من تمتعنا"
1,ترنيمة,حسين الجسمي و ميحد حمد,لا تسمع ولا توحيابوبكر سالم,0,https://www.youtube.com/watch?v=esFz-FZr5QY,https://www.wneen.com/lyrics/33432,"بواحه الاسرار منقود منقود
لالا تكلم باللسان الطليقي
ترنيمه النهوند و ترنيمه النود
قام يعزفها حيل و انا في ضيقي
يا ذا البشر يا راعي الخيل والذود
كيف الخيانه لي تزين الرفيقي
ما كنت بعشقها ولا كنت باعود
لين اكتشفت انه هواها حقيقي
في مقلتيك انهار و بحور و ورود
لايق وفيك الوصف كله يليقي
يا معادي للنقص تستاهل الزود
و انا لك بسمع الغرام استريقي
ارحمني بنظره ترى نظرتك جود
مشاعري نامت ولا قلت فيقي
ضميان قرب شفتك يا سيد الخود
اخاف اموت فراق ما ابتل ريقي
صحيح انا محبوب للبيض والسود
لكن ما غيرك لقلبي عشيقي
اليا فتحت العين القاك موجود
ذكراك ترسم صورتك في طريقي
لا تشعل النارين يا مخصر العود
انا بليا عود زايد حريقي"
1,طيب القلب,ميحد حمد,الوضع ما يطمنمنى امرشا,0,https://www.youtube.com/watch?v=FXqrO3iu2lk,https://www.wneen.com/lyrics/33431,"يا طيب القلب حكم قلبك الطيب
اخرت غيرك وبعدته وقربتك
ليه التباعد مع انك دايم قريب
من وين ما اصد في عيوني تخيلتك

ليه انت ناسي وذكري عندك مغيب
تنسى وانا اذكرك وانسى اني تذكرتك
صارحتك بما يكن القلب يا حبيب
الظاهر اخطيت في ظني وصارحتك

لو باعزي الصبر دونك قال ما اثيب
المشكله ياطويل العمر مشكلتك
الصبر شيب وشوق القلب ما شيب
لا زال يلعب بقلبي كل ما شفتك

كم احسن الظن فيك وترجع تخيب
كدرت بالي وانا ما يوم كدرتك
اليوم حتى شعوري منك متريب
هذا خفوقي يحذرني وحذرتك"
1,حمايم,ميحد حمد,ابوس راسكحسين الجسمي,0,https://www.youtube.com/watch?v=Ycc55bLsfGw,https://www.wneen.com/lyrics/33430,"شوقي حمايم والغناوي ربابه
غنت على لحن الربابه حمايم
ياصاحبي بعض النوايا تشابه
والفعل يفرق بين بايع وسايم

ياللي حبيبك فيك زايد عذابه
دايم على باله ولو كان نايم
قربك سعاده والمفارق كابه
مشاعرك ورد و غرامك نسايم

عزمت قلبك للغلا والرحابه
لو كان ما بين الحبايب عزايم
لو خافقك يفتح ل فزاع بابه
لقيت قلبه عن هوى البيض صايم

ولو ان احاسيس القلوب تشابه
سمحت لي كل الذنوب العظايم
القلب لك روض خضر ما وطا به
الا غلاك اللي احييه دايم

اعذر حبيبك لو يطول غيابه
من طول الغيبات جاب الغنايم
شوقي حمايم والغناوي ربابه
غنت على لحن الربابه حمايم"
1,بركان الغلا,ميحد حمد,فنون الغدرميحد حمد,0,https://www.youtube.com/watch?v=zPCfjf23p7s,https://www.wneen.com/lyrics/33429,"يفوح بركان الغلا والصدر فاح
ويضيق من ليل الجفا كون فسيح
يا معود عيني على قل المراح
ويميل غصنك ويتعلق به جريح

وش فيك تاخذني على ريش وجناح
وشلون اطيح فراق وانا ما اطيح
طاح الظيا على جبينك واستراح
والليل من بين الجدايل مستريح

يعني جمعت الليل وانفاس الصباح
حتى تجسد فيك معناه المليح
الفرحه اللي كنها طعم النجاح
يالمده اللي تجرح الكف الشحيح

مفاتنك سحر لكن سحر مباح
عليك اسمي من هل الوجه القبيح
يااعذب من الما في مصبه يوم ساح
يوم استبحت القلب وش له تستبيح

اجتحتني واتقنت فن الاجتياح
واتعبتني وانا سدودي ما تبيح
متعود تترك على قلبي جراح
ذباح روح وتمشي بدم الجريح

اشوفك بعين الغلا والارتياح
انسى الطعون اللي انا فيني فحيح
استوعب اخطائك واطالبك السماح
ويطغى على كيل الهجا كيل المديح

لا لاح براقك وبرق الشعر لاح
اصرخ من الاعماق واقول الصحيح
انك مليح وتعتبر سيد الملاح
تستقبلك افواه ويفيض المديح"
1,بعيد تاركني,ميحد حمد,يا وجد قلبنعيضه المنهالي,0,https://www.youtube.com/watch?v=HNU9FwE4jlY,https://www.wneen.com/lyrics/33428,"بعيد تاركني ادور لك اعذار
على الغياب وصدتك وانعزالك
معقول ما جالك على البال زوار
اللي عطالك فرحته ما طرى لك

شهرين واسراب الغلا مالها دار
تاهت وهي تبحث في غابه خيالك
ماتدري ان مفارق الخل جبار
وان الفراق اكبر سبب للمهالك

وانا وحيد وما معي غير تذكار
لو تنشده عن حال خلك حكى لك
كانت حياتي قبلك دروب واسفار
حتى ملكت اللي بقى في وصالك

حبيبك محطم جروح ومنهار
حاله عليك من الوله عكس حالك
قبلك انا وسهيل والجدي سمار
نشرح تغنجك وحلاك و دلالك

نسيتني في الليل ونجوم الاسحار
قيلت ما لي مرقد في ظلالك
خليتني اتعب على جزل الافكار
قلت القصيد وقلت لك طاب فالك

نقلت قدام العدد كل الاصفار
وحطيتني رغم الفقر راس مالك
انا غريب الدار غريب الاطوار
بالمختصر انقذت لك شخص هالك

والحين من شهرين من صار ماصار
وانا اتمنى يا حبيبي سؤالك
بالله ما جيتك على البال زوار
طيفي دخيل الله ما قد طرى لك"
1,لبيه,ميحد حمد,تطري على باليعايل القطري,0,https://www.youtube.com/watch?v=MHzwkSDaGYM,https://www.wneen.com/lyrics/33427,"قدام في يوم الرحيل اودعك
انظر لحالي زين نظره ثاقبه
ان كان مخطي روح من هو يمنعك
وان كان ماخطى حرام تعاقبه
مناقب اللي ما تحبه تخدعك
واللي تحبه ما تعرف مناقبه

لا قلت لي لبيه وانا اسمعك
احساس غالي تشعر الاعماق به
اشتاق لك بعيون وقلبي معك
رجع علي قلبي لجل اشتاق به
الشمس مطلعها يشابه مطلعك
عليك زين كل وصف لاق به

يازين لا تجرح عيونك باصبعك
ولا تامن الدنيا وسؤ العاقبه
لو تحبس الدمعه فضحها مدمعك
اللي عيون من وراك تراقبه
حال الحبيب ان ما اقنعك مين يقنعك
الكون من بعدك حبيبي ضاق به"
1,انا انا,ميحد حمد,ذبحت راس الظلماصاله نصري,0,https://www.youtube.com/watch?v=Z34o6SLRqD4,https://www.wneen.com/lyrics/33426,"الحب لو مايغرقك شوق واشجان
تعن من تلقاء نفسك خيوله
وتاسسه تاسيس دوله بعنوان
تعيش حاكم حب والشوق دوله

تبددت كل المشاعر على شان
لان الحياه بلا مشاعر خجوله
انا انا لو عشت في كل الازمان
شخصيتي لي والغلا للي هو له

الى هنا ياللي تقول الوعد حان
تعال قل لي والفيلم وش فصوله
مجامل واهات وجروح واحزان
وانا مرشحكم لدور البطوله

يمكن اجامل ناس احيان واحيان
الا مصيري ليه اقول انسجوا له
ان قلتوا استبداد رديت والان
تذكروا احلى فصول الطفوله

عطيتكم منها لاليء ومرجان
واليوم خلوني بدور الرجوله
ترى الغلا زوده مع الوقت نقصان
الى من يحبك تغير ميوله

هذا كلام قلوب ينطق به انسان
ويبين في وجهه قبل ما يقوله
ماهو كلام انسان ينطق به لسان
احساسه بمعناه ماهو بحوله

تحسدني اصحابي على جاه سلطان
وتحسدني اعدائي على ما انوله
والمؤمن الصادق بفطرته برهان
لو ثوبه مرقع وحفيت رجوله

حكايه الدنيا يزيدونه ايمان
والفاسق ايمانه يقل ان حكوا له
وانا قبل يومين قلت الانا شان
وجه الزمان اللي ذبحني فضوله

قال العقل من قلب يدفعه وجدان
يكره مظاهر للحياه العجوله
ما كل شي ايدك تطوله ياحمدان
احساسك يوافق بانك تطوله

وانا بشر لي قلب واحساس واعيان
وعندي على التمييز قدره مهوله
انسان يملكني مع الوقت شيئان
ربي وديني مخلده في رسوله

لذلك الانسان يا ناس لو كان
بلا جرءه راي تثقل حموله
من ينتظر فرصه من فلان وفلان
تلقى مقام المجد صعب وصوله"
2,عاشق الشعر,ميحد حمد,روضه في لندنعيضه المنهالي,0,https://www.youtube.com/watch?v=PclgUb0Az-0,https://www.wneen.com/lyrics/33425,"يا عاشق الشعر شاللي بينك و بيني
الا بيوت عباد الله تناقلها
الشعر باحساسه يمثل مضاميني
والناس باحساسها انا امثلها
قدام تكتب من الاشعار بيتين
اتعب على قيمه الفكره وحللها
الشعر ماهو قصايد في الدواوين
الشعر افكار والمبدع يوصلها

وبعض القصايد قوافيها ما تغريني
لا اعجب بها ولا اعجب بقايلها
وبعض القصايد كانها عايشه فيني
القافيه قبل ما تكمل اكملها
ان طولت كن شاعرها يسليني
وان اقصرت قلت ياليته مطولها
ترسم معاناتي اللي عشت في سنيني
وتقول قصه حياتي لك من اولها

ربيت و المجد جينه طابق لجيني
رحلته صعبه ولكني مواصلها
لو يكبر الحمل لي كتف يواسيني
كتف ليا كبرت الحمله تحملها
تحت مظله احاسيس المحبين
من شمس جور الزمن نفسي اظللها
شوف كوكب الشرق نوره مال في يديني
وحقول عزمي نجاحاتي سنابلها

لا تشوفني قزم في عينك وانا عيني
تشوفني اكبر من الارض باكملها
ما كان متوقع من الالف عشرين
اني باوقف برجلي في محافلها
علم احبائي وعلم معاديني
ياوقت واهل الذهول النصر يذهلها
اللي ما عنده كرامه لا يخاويني
ان كان ما بدل الخوه بابدلها

رفيقي اللي الا ضاقت يواسيني
اللي الى مالت الدنيا يعدلها
ما ابغي رفيق الى ضاقت يخليني
واهل الفعايل تمثلها فعايلها
ان قلت يا صاحبي وش بينك وبيني
باقول لك كلمه وحده وحللها
اعلمك ليه ما اشكي ميله سنيني
عليك والنفس بعدك صار مشغلها
اخاف بكره تميل الارض في عيني
وتكون انت الرفيق اللي مميلها"
